1992.07.01,92L0097,BLANK,,99,,1992.07.06,1135,0.060,0.057,0.010,0.000,1.200,0.300,1.886,-0.040,-0.300,-0.010,-0.030,-0.030,0.003,24,,,,5.624,5.270,0,1.24,,
1992.06.01,92L0059,BLANK,,99,,1992.06.16,1320,0.070,0.005,-0.010,0.000,5.660,0.170,1.759,-0.030,-0.010,0.010,0.000,0.000,0.011,2,26,26,0,5.723,5.650,0,1.24,,
2000.04.01,00L0357,BLANK,,99,,2000.04.05,1235,0.060,0.020,-0.030,0.000,1.390,-0.060,1.753,-0.110,-0.080,0.000,0.030,0.020,0.002,19,62,145,0,2.978,,0,440.05,,
1996.11.01,96L0983,BLANK,,99,,1996.11.05,1300,0.030,,0.070,0.000,,0.220,1.623,-0.040,-0.250,-0.010,-0.020,-0.020,-0.009,3,,,,5.614,5.340,0,1.51,,
1992.06.01,92L0054,BLANK,,99,,1992.06.15,1210,0.070,0.005,0.020,0.001,5.300,-0.060,1.578,-1.550,-0.190,0.000,0.010,-0.010,0.023,9,19,14,5,5.657,5.650,5,1.01,,
1992.08.01,92L0332,BLANK,,99,,1992.08.04,0957,0.120,0.038,0.030,0.000,10.350,-0.050,1.538,-0.130,-0.230,0.000,-0.010,-0.020,0.033,-1,16,3,13,5.641,5.570,5,1.32,,
1992.08.01,92L0296,BLANK,,99,,1992.08.03,1145,0.100,0.041,0.032,0.000,-0.550,-0.140,1.513,0.240,0.110,0.010,0.010,-0.010,-0.005,-1,20,7,13,5.773,5.690,0,1.23,,
1992.10.01,92L0525,BLANK,,99,,1992.10.06,0920,0.100,0.002,0.020,0.001,5.340,0.090,1.232,-0.010,0.010,0.010,0.000,-0.010,0.023,4,23,23,0,5.664,5.620,0,1.54,,
2000.05.01,00L0527,BLANK,,99,,2000.05.08,1040,0.060,0.023,0.010,0.001,2.200,-0.040,1.158,-0.080,0.000,-0.010,0.010,0.030,0.002,4,13,58,0,5.643,5.560,0,1.57,,
1992.09.01,92L0419,BLANK,,99,,1992.09.01,1120,0.080,0.065,0.040,0.000,1.070,-0.060,1.158,0.030,-0.050,0.000,0.000,0.000,0.003,2,33,33,0,5.649,5.680,0,1.01,,
2000.11.01,00L1444,BLANK,,99,,2000.11.08,1040,0.080,0.024,-0.010,-0.001,3.820,0.150,1.118,-0.010,0.000,0.010,0.000,-0.010,-0.030,4,24,24,0,5.693,5.640,0,1.09,,
2000.07.01,00L0769,BLANK,,99,,2000.07.03,1215,0.080,0.027,-0.030,0.000,0.780,0.080,1.075,-0.050,0.000,0.000,-0.010,0.000,-0.004,-4,25,25,0,5.276,5.230,0,2.40,,
1996.09.01,96L0782,BLANK,,99,,1996.09.04,0805,0.030,0.089,0.000,0.000,-7.920,-0.050,1.063,-0.060,0.000,0.000,-0.010,-0.010,-0.008,2,39,39,0,5.572,5.540,0,1.61,,
1997.02.01,97L0084,BLANK,,99,,1997.02.03,0930,0.060,0.030,0.000,0.000,-0.500,0.080,0.980,-0.010,0.010,0.010,-0.010,0.000,0.002,1,23,23,0,5.654,5.700,0,1.48,,
2000.05.01,00L0549,BLANK,,99,,2000.05.09,1140,0.060,0.023,0.010,0.001,1.100,-0.010,0.919,0.000,0.040,0.010,0.000,0.000,0.001,-3,26,26,0,5.761,5.620,0,1.29,,
2000.04.01,00L0373,BLANK,,99,,2000.04.05,1043,0.080,0.026,0.010,0.000,2.870,0.160,0.907,-0.070,0.010,0.010,-0.010,0.000,-0.008,3,31,28,3,5.638,5.600,0,1.55,,
2000.12.01,00L1471,BLANK,,99,,2000.12.04,1030,0.080,0.030,0.000,0.000,-1.300,0.140,0.895,-0.010,0.020,0.000,-0.020,-0.010,-0.014,3,28,28,0,5.615,5.620,0,1.43,,
2000.06.01,00L0673,BLANK,,99,,2000.06.12,0942,0.070,0.019,0.020,0.000,0.680,-0.080,0.865,0.010,0.070,-0.010,0.020,0.000,-0.003,1,-2,-3,0,5.557,5.430,0,1.29,,
1992.09.01,92L0474,BLANK,,99,,1992.09.15,0845,0.080,0.037,0.000,0.000,0.940,0.090,0.842,-0.090,0.030,0.000,-0.020,-0.020,-0.011,3,26,26,0,5.663,5.600,0,1.16,,
2000.06.01,00L0604,BLANK,,99,,2000.06.01,1025,0.070,0.017,-0.020,0.002,2.830,0.020,0.822,-0.030,0.000,0.000,-0.020,-0.010,-0.008,2,39,39,0,5.587,5.530,0,1.44,,
1997.02.01,97L0090,BLANK,,99,,1997.02.03,1210,0.060,0.030,0.000,0.000,-1.080,-0.010,0.805,0.000,-0.020,-0.010,0.000,0.000,0.018,-1,30,30,0,5.698,5.560,0,1.11,,
1996.07.01,96L0461,BLANK,,99,,1996.07.08,1200,0.290,0.243,0.010,0.000,-2.040,-0.010,0.789,-0.040,-0.020,0.000,0.010,0.010,-0.001,-2,20,20,0,5.718,5.660,0,1.63,,
2000.05.01,00L0463,BLANK,,99,,2000.05.01,0930,0.070,0.017,0.030,0.002,0.380,0.110,0.721,-0.020,0.030,0.000,-0.020,-0.030,-0.002,-3,28,28,0,5.556,5.690,0,0.93,,
2000.06.01,00L0656,BLANK,,99,,2000.06.08,0900,0.070,0.024,0.020,0.003,1.440,0.130,0.698,0.000,0.000,0.010,-0.010,-0.010,-0.014,6,9,7,2,5.516,5.630,0,1.57,,
1993.04.01,93L0338,BLANK,,99,,1993.04.14,1130,0.070,-0.010,0.020,0.000,2.110,0.049,0.694,0.020,0.026,0.005,0.004,-0.010,0.069,1,31,34,0,5.638,5.540,0,1.31,,
2015.11.01,15L0865,BLANK,,99,,2015.11.02,1037,0.000,0.000,0.016,0.000,5.076,0.141,0.691,0.087,-0.007,0.000,0.011,-0.003,0.005,3,30,31,0,5.708,5.570,0,1.43,0.00,
2017.04.01,17L0159,BLANK,,99,,2017.04.03,1127,0.000,0.000,0.009,0.000,-4.170,-0.010,0.687,-0.020,0.000,-0.010,0.000,-0.010,0.007,1,30,30,0,5.632,5.570,0,1.38,,
1996.07.01,96L0454,BLANK,,99,,1996.07.08,1410,0.290,0.243,0.010,0.000,-2.990,-0.010,0.684,0.000,0.050,0.010,-0.010,-0.010,0.001,5,69,29,40,5.626,5.620,0,1.94,,
2000.04.01,00L0388,BLANK,,99,,2000.04.06,1120,0.080,0.026,0.010,0.000,1.270,0.119,0.674,-0.075,0.004,-0.001,-0.007,-0.006,-0.005,1,33,33,0,5.667,5.500,0,1.60,0.39,
2017.06.01,17L0436,BLANK,,99,,2017.06.08,1327,0.000,0.000,0.013,0.000,-2.550,0.117,0.671,0.139,-0.007,-0.001,0.018,-0.005,0.012,3,30,34,0,5.628,5.650,0,1.35,-0.08,0.02
2017.04.01,17L0171,BLANK,,99,,2017.04.04,1350,0.000,0.000,0.000,0.000,1.644,0.174,0.636,0.079,0.003,-0.001,0.017,-0.004,0.007,3,30,31,0,5.666,5.620,0,1.63,0.00,0.02
2017.04.01,17L0166,BLANK,,99,,2017.04.03,1523,0.000,0.000,0.000,0.000,0.052,-0.020,0.630,0.200,0.160,0.000,0.000,-0.010,-0.039,3,6,11,0,5.649,5.650,0,1.25,,
1992.10.01,92L0516,BLANK,,99,,1992.10.05,1207,0.100,0.002,0.010,0.001,2.830,-0.050,0.616,-0.050,-0.170,0.000,-0.010,0.000,-0.004,6,25,25,0,5.708,5.560,0,1.45,,
1996.09.01,96L0769,BLANK,,99,,1996.09.03,1200,0.030,0.089,0.000,0.000,1.480,0.070,0.607,-0.120,-0.020,0.000,-0.010,-0.010,-0.011,1,33,33,0,5.300,5.180,5,2.34,,
1995.06.01,95L0517,BLANK,,99,,1995.06.05,1345,0.110,0.015,0.010,0.000,-6.290,0.200,0.603,-0.110,-0.020,0.000,-0.020,-0.010,-0.018,-1,33,33,0,5.644,5.530,0,1.22,,
