"","lake.name","DOC.mg.L.1","Year"
"1","LITTLE HOPE POND",12.695,1992
"2","LITTLE HOPE POND",12.778,1992
"3","LITTLE HOPE POND",12.442,1992
"4","LITTLE HOPE POND",11.884,1992
"5","LITTLE HOPE POND",11.926,1992
"6","LITTLE HOPE POND",12.142,1992
"7","LITTLE HOPE POND",11.939,1992
"8","LITTLE HOPE POND",12.807,1992
"9","LITTLE HOPE POND",13.419,1992
"10","LITTLE HOPE POND",14.46,1993
"11","LITTLE HOPE POND",14.484,1993
"12","LITTLE HOPE POND",13.943,1993
"13","LITTLE HOPE POND",12.876,1993
"14","LITTLE HOPE POND",10.614,1993
"15","LITTLE HOPE POND",10.676,1993
"16","LITTLE HOPE POND",10.844,1993
"17","LITTLE HOPE POND",9.1,1993
"18","LITTLE HOPE POND",10.561,1993
"19","LITTLE HOPE POND",12.157,1993
"20","LITTLE HOPE POND",13.651,1993
"21","LITTLE HOPE POND",12.7,1993
"22","LITTLE HOPE POND",14.118,1994
"23","LITTLE HOPE POND",16.55,1994
"24","LITTLE HOPE POND",15.808,1994
"25","LITTLE HOPE POND",12.403,1994
"26","LITTLE HOPE POND",12.198,1994
"27","LITTLE HOPE POND",11.614,1994
"28","LITTLE HOPE POND",11.792,1994
"29","LITTLE HOPE POND",12.801,1994
"30","LITTLE HOPE POND",15.519,1994
"31","LITTLE HOPE POND",12.414,1994
"32","LITTLE HOPE POND",12.237,1994
"33","LITTLE HOPE POND",12.267,1994
"34","LITTLE HOPE POND",11.676,1994
"35","LITTLE HOPE POND",14.2,1994
"36","LITTLE HOPE POND",14.548,1995
"37","LITTLE HOPE POND",13.638,1995
"38","LITTLE HOPE POND",14.225,1995
"39","LITTLE HOPE POND",12.312,1995
"40","LITTLE HOPE POND",10.045,1995
"41","LITTLE HOPE POND",9.943,1995
"42","LITTLE HOPE POND",9.687,1995
"43","LITTLE HOPE POND",10.015,1995
"44","LITTLE HOPE POND",12.579,1995
"45","LITTLE HOPE POND",10.574,1995
"46","LITTLE HOPE POND",13.19,1995
"47","LITTLE HOPE POND",NA,1995
"48","LITTLE HOPE POND",12.949,1996
"49","LITTLE HOPE POND",14.278,1996
"50","LITTLE HOPE POND",13.728,1996
"51","LITTLE HOPE POND",11.121,1996
"52","LITTLE HOPE POND",11.711,1996
"53","LITTLE HOPE POND",13.183,1996
"54","LITTLE HOPE POND",13.413,1996
"55","LITTLE HOPE POND",12.454,1996
"56","LITTLE HOPE POND",11.167,1996
"57","LITTLE HOPE POND",12.533,1996
"58","LITTLE HOPE POND",16.037,1996
"59","LITTLE HOPE POND",17.148,1996
"60","LITTLE HOPE POND",15.437,1997
"61","LITTLE HOPE POND",15.299,1997
"62","LITTLE HOPE POND",15.585,1997
"63","LITTLE HOPE POND",15.585,1997
"64","LITTLE HOPE POND",13.389,1997
"65","LITTLE HOPE POND",11.436,1997
"66","LITTLE HOPE POND",12.35,1997
"67","LITTLE HOPE POND",11.652,1997
"68","LITTLE HOPE POND",11.323,1997
"69","LITTLE HOPE POND",11.809,1997
"70","LITTLE HOPE POND",12.138,1997
"71","LITTLE HOPE POND",11.279,1997
"72","LITTLE HOPE POND",11.84,1997
"73","LITTLE HOPE POND",12.992,1997
"74","LITTLE HOPE POND",14.448,1998
"75","LITTLE HOPE POND",14.585,1998
"76","LITTLE HOPE POND",14.742,1998
"77","LITTLE HOPE POND",14.785,1998
"78","LITTLE HOPE POND",12.529,1998
"79","LITTLE HOPE POND",13.101,1998
"80","LITTLE HOPE POND",11.334,1998
"81","LITTLE HOPE POND",11.074,1998
"82","LITTLE HOPE POND",11.151,1998
"83","LITTLE HOPE POND",11.797,1998
"84","LITTLE HOPE POND",11.973,1998
"85","LITTLE HOPE POND",11.934,1998
"86","LITTLE HOPE POND",19.205,1998
"87","LITTLE HOPE POND",17.381,1998
"88","LITTLE HOPE POND",15.606,1998
"89","LITTLE HOPE POND",14.681,1998
"90","LITTLE HOPE POND",12.204,1998
"91","LITTLE HOPE POND",12.346,1998
"92","LITTLE HOPE POND",13.434,1999
"93","LITTLE HOPE POND",12.831,1999
"94","LITTLE HOPE POND",13.508,1999
"95","LITTLE HOPE POND",10.274,1999
"96","LITTLE HOPE POND",10.65,1999
"97","LITTLE HOPE POND",9.84,1999
"98","LITTLE HOPE POND",10.129,1999
"99","LITTLE HOPE POND",12.552,1999
"100","LITTLE HOPE POND",10.379,1999
"101","LITTLE HOPE POND",12.605,1999
"102","LITTLE HOPE POND",13.254,1999
"103","LITTLE HOPE POND",13.469,1999
"104","LITTLE HOPE POND",14.259,2000
"105","LITTLE HOPE POND",13.904,2000
"106","LITTLE HOPE POND",12.319,2000
"107","LITTLE HOPE POND",11.141,2000
"108","LITTLE HOPE POND",10.202,2000
"109","LITTLE HOPE POND",13.708,2000
"110","LITTLE HOPE POND",13.702,2000
"111","LITTLE HOPE POND",12.253,2000
"112","LITTLE HOPE POND",12.651,2000
"113","LITTLE HOPE POND",10.023,2000
"114","LITTLE HOPE POND",8.892,2000
"115","LITTLE HOPE POND",10.517,2000
"116","LITTLE HOPE POND",10.072,2001
"117","LITTLE HOPE POND",9.746,2001
"118","LITTLE HOPE POND",9.811,2001
"119","LITTLE HOPE POND",10.862,2001
"120","LITTLE HOPE POND",9.186,2001
"121","LITTLE HOPE POND",10.431,2001
"122","LITTLE HOPE POND",10.542,2001
"123","LITTLE HOPE POND",10.187,2001
"124","LITTLE HOPE POND",9.588,2001
"125","LITTLE HOPE POND",8.997,2001
"126","LITTLE HOPE POND",9.784,2001
"127","LITTLE HOPE POND",9.442,2001
"128","LITTLE HOPE POND",8.777,2002
"129","LITTLE HOPE POND",9.461,2002
"130","LITTLE HOPE POND",9.959,2002
"131","LITTLE HOPE POND",11.555,2002
"132","LITTLE HOPE POND",10.782,2002
"133","LITTLE HOPE POND",12.001,2002
"134","LITTLE HOPE POND",15.367,2002
"135","LITTLE HOPE POND",14.094,2002
"136","LITTLE HOPE POND",11.025,2002
"137","LITTLE HOPE POND",11.468,2002
"138","LITTLE HOPE POND",11.311,2002
"139","LITTLE HOPE POND",12.006,2002
"140","LITTLE HOPE POND",11.865,2003
"141","LITTLE HOPE POND",11.982,2003
"142","LITTLE HOPE POND",14.621,2003
"143","LITTLE HOPE POND",14.127,2003
"144","LITTLE HOPE POND",10.828,2003
"145","LITTLE HOPE POND",11.322,2003
"146","LITTLE HOPE POND",10.68,2003
"147","LITTLE HOPE POND",11.367,2003
"148","LITTLE HOPE POND",12.4,2003
"149","LITTLE HOPE POND",12.213,2003
"150","LITTLE HOPE POND",13.729,2003
"151","LITTLE HOPE POND",14.212,2003
"152","LITTLE HOPE POND",13.678,2004
"153","LITTLE HOPE POND",14.228,2004
"154","LITTLE HOPE POND",15.219,2004
"155","LITTLE HOPE POND",14.017,2004
"156","LITTLE HOPE POND",11.144,2004
"157","LITTLE HOPE POND",13.073,2004
"158","LITTLE HOPE POND",12.41,2004
"159","LITTLE HOPE POND",13.072,2004
"160","LITTLE HOPE POND",14.718,2004
"161","LITTLE HOPE POND",11.968,2004
"162","LITTLE HOPE POND",11.531,2004
"163","LITTLE HOPE POND",11.023,2004
"164","LITTLE HOPE POND",14.209,2005
"165","LITTLE HOPE POND",13.482,2005
"166","LITTLE HOPE POND",11.96,2005
"167","LITTLE HOPE POND",10.375,2005
"168","LITTLE HOPE POND",11.789,2005
"169","LITTLE HOPE POND",11.39,2005
"170","LITTLE HOPE POND",14.796,2005
"171","LITTLE HOPE POND",14.139,2005
"172","LITTLE HOPE POND",14.532,2005
"173","LITTLE HOPE POND",15.15,2005
"174","LITTLE HOPE POND",16.632,2005
"175","LITTLE HOPE POND",15.942,2005
"176","LITTLE HOPE POND",14.06,2006
"177","LITTLE HOPE POND",13.399,2006
"178","LITTLE HOPE POND",13.819,2006
"179","LITTLE HOPE POND",10.875,2006
"180","LITTLE HOPE POND",10.885,2006
"181","LITTLE HOPE POND",11.449,2006
"182","LITTLE HOPE POND",12.239,2006
"183","LITTLE HOPE POND",12.573,2006
"184","LITTLE HOPE POND",11.002,2006
"185","LITTLE HOPE POND",10.363,2006
"186","LITTLE HOPE POND",11.462,2006
"187","LITTLE HOPE POND",12.964,2006
"188","LITTLE HOPE POND",9.614,2007
"189","LITTLE HOPE POND",12.084,2007
"190","LITTLE HOPE POND",12.195,2007
"191","LITTLE HOPE POND",11.638,2007
"192","LITTLE HOPE POND",11.868,2007
"193","LITTLE HOPE POND",10.828,2007
"194","LITTLE HOPE POND",8.778,2007
"195","LITTLE HOPE POND",9.928,2007
"196","LITTLE HOPE POND",9.26,2007
"197","LITTLE HOPE POND",10.094,2007
"198","LITTLE HOPE POND",8.812,2007
"199","LITTLE HOPE POND",8.683,2007
"200","LITTLE HOPE POND",9.611,2007
"201","LITTLE HOPE POND",10.309,2007
"202","LITTLE HOPE POND",11.276,2008
"203","LITTLE HOPE POND",11.507,2008
"204","LITTLE HOPE POND",10.769,2008
"205","LITTLE HOPE POND",10.751,2008
"206","LITTLE HOPE POND",10.64,2008
"207","LITTLE HOPE POND",9.531,2008
"208","LITTLE HOPE POND",9.486,2008
"209","LITTLE HOPE POND",10.663,2008
"210","LITTLE HOPE POND",11.13,2008
"211","LITTLE HOPE POND",10.999,2008
"212","LITTLE HOPE POND",11.246,2008
"213","LITTLE HOPE POND",12.48,2008
"214","LITTLE HOPE POND",12.449,2008
"215","LITTLE HOPE POND",10.788,2008
"216","LITTLE HOPE POND",10.764,2008
"217","LITTLE HOPE POND",10.348,2008
"218","LITTLE HOPE POND",10.104,2008
"219","LITTLE HOPE POND",11.859,2008
"220","LITTLE HOPE POND",12.222,2008
"221","LITTLE HOPE POND",12.449,2008
"222","LITTLE HOPE POND",10.467,2009
"223","LITTLE HOPE POND",11.807,2009
"224","LITTLE HOPE POND",11.294,2009
"225","LITTLE HOPE POND",3.391,2009
"226","LITTLE HOPE POND",9.637,2009
"227","LITTLE HOPE POND",9.871,2009
"228","LITTLE HOPE POND",9.9,2009
"229","LITTLE HOPE POND",9.989,2009
"230","LITTLE HOPE POND",10.648,2009
"231","LITTLE HOPE POND",10.886,2009
"232","LITTLE HOPE POND",10.17,2009
"233","LITTLE HOPE POND",9.647,2009
"234","LITTLE HOPE POND",10.1,2009
"235","LITTLE HOPE POND",10.417,2009
"236","LITTLE HOPE POND",10.864,2010
"237","LITTLE HOPE POND",11.594,2010
"238","LITTLE HOPE POND",11.486,2010
"239","LITTLE HOPE POND",11.662,2010
"240","LITTLE HOPE POND",11.59,2010
"241","LITTLE HOPE POND",9.893,2010
"242","LITTLE HOPE POND",9.803,2010
"243","LITTLE HOPE POND",10.443,2010
"244","LITTLE HOPE POND",10,2010
"245","LITTLE HOPE POND",10.93,2010
"246","LITTLE HOPE POND",10.124,2010
"247","LITTLE HOPE POND",9.91,2010
"248","LITTLE HOPE POND",10.363,2010
"249","LITTLE HOPE POND",10.74,2010
"250","LITTLE HOPE POND",11.811,2010
"251","LITTLE HOPE POND",12.213,2010
"252","LITTLE HOPE POND",10.966,2011
"253","LITTLE HOPE POND",11.393,2011
"254","LITTLE HOPE POND",11.784,2011
"255","LITTLE HOPE POND",11.724,2011
"256","LITTLE HOPE POND",11.882,2011
"257","LITTLE HOPE POND",11.686,2011
"258","LITTLE HOPE POND",10.619,2011
"259","LITTLE HOPE POND",12.287,2011
"260","LITTLE HOPE POND",11.47,2011
"261","LITTLE HOPE POND",11.174,2011
"262","LITTLE HOPE POND",12.036,2011
"263","LITTLE HOPE POND",11.687,2011
"264","LITTLE HOPE POND",11.839,2011
"265","LITTLE HOPE POND",10.901,2011
"266","LITTLE HOPE POND",10.305,2011
"267","LITTLE HOPE POND",9.772,2011
"268","LITTLE HOPE POND",10.619,2012
"269","LITTLE HOPE POND",10.522,2012
"270","LITTLE HOPE POND",10.849,2012
"271","LITTLE HOPE POND",8.281,2012
"272","LITTLE HOPE POND",9.21,2012
"273","LITTLE HOPE POND",9.55,2012
"274","LITTLE HOPE POND",9.674,2012
"275","LITTLE HOPE POND",9.533,2012
"276","LITTLE HOPE POND",9.467,2012
"277","LITTLE HOPE POND",8.543,2012
"278","LITTLE HOPE POND",8.13,2012
"279","LITTLE HOPE POND",8.229,2012
"280","LITTLE HOPE POND",8.295,2012
"281","LITTLE HOPE POND",8.382,2012
"282","LITTLE HOPE POND",8.782,2012
"283","LITTLE HOPE POND",10.673,2012
"284","LITTLE HOPE POND",10.123,2013
"285","LITTLE HOPE POND",11.075,2013
"286","LITTLE HOPE POND",10.687,2013
"287","LITTLE HOPE POND",9.795,2013
"288","LITTLE HOPE POND",8.808,2013
"289","LITTLE HOPE POND",9.239,2013
"290","LITTLE HOPE POND",9.069,2013
"291","LITTLE HOPE POND",11.203,2013
"292","LITTLE HOPE POND",14.413,2013
"293","LITTLE HOPE POND",13.609,2013
"294","LITTLE HOPE POND",12.06,2013
"295","LITTLE HOPE POND",12.766,2013
"296","LITTLE HOPE POND",12.05,2013
"297","LITTLE HOPE POND",12.14,2013
"298","LITTLE HOPE POND",12.265,2013
"299","LITTLE HOPE POND",12.381,2013
"300","LITTLE HOPE POND",12.305,2014
"301","LITTLE HOPE POND",13.037,2014
"302","LITTLE HOPE POND",13.209,2014
"303","LITTLE HOPE POND",13.734,2015
"304","LITTLE HOPE POND",12.902,2016
"305","LITTLE HOPE POND",14.006,2017
"306","BIG HOPE POND",9.74,1992
"307","BIG HOPE POND",9.982,1992
"308","BIG HOPE POND",9.722,1992
"309","BIG HOPE POND",8.365,1992
"310","BIG HOPE POND",8.273,1992
"311","BIG HOPE POND",8.87,1992
"312","BIG HOPE POND",9.279,1992
"313","BIG HOPE POND",7.908,1992
"314","BIG HOPE POND",7.777,1992
"315","BIG HOPE POND",10.052,1993
"316","BIG HOPE POND",8.556,1993
"317","BIG HOPE POND",8.846,1993
"318","BIG HOPE POND",6.856,1993
"319","BIG HOPE POND",6.94,1993
"320","BIG HOPE POND",6.959,1993
"321","BIG HOPE POND",7.155,1993
"322","BIG HOPE POND",6.889,1993
"323","BIG HOPE POND",6.97,1993
"324","BIG HOPE POND",7.212,1993
"325","BIG HOPE POND",8.095,1993
"326","BIG HOPE POND",7.357,1993
"327","BIG HOPE POND",7.593,1994
"328","BIG HOPE POND",7.377,1994
"329","BIG HOPE POND",7.397,1994
"330","BIG HOPE POND",8.386,1994
"331","BIG HOPE POND",6.161,1994
"332","BIG HOPE POND",9.524,1994
"333","BIG HOPE POND",7.712,1994
"334","BIG HOPE POND",7.47,1994
"335","BIG HOPE POND",7.387,1994
"336","BIG HOPE POND",8.154,1994
"337","BIG HOPE POND",8.171,1994
"338","BIG HOPE POND",7.133,1994
"339","BIG HOPE POND",6.93,1994
"340","BIG HOPE POND",6.947,1994
"341","BIG HOPE POND",6.866,1994
"342","BIG HOPE POND",4.727,1994
"343","BIG HOPE POND",7.818,1995
"344","BIG HOPE POND",7.145,1995
"345","BIG HOPE POND",6.038,1995
"346","BIG HOPE POND",7.322,1995
"347","BIG HOPE POND",6.273,1995
"348","BIG HOPE POND",7.136,1995
"349","BIG HOPE POND",7.052,1995
"350","BIG HOPE POND",7.261,1995
"351","BIG HOPE POND",8.36,1995
"352","BIG HOPE POND",6.49,1995
"353","BIG HOPE POND",7.085,1995
"354","BIG HOPE POND",NA,1995
"355","BIG HOPE POND",7.241,1996
"356","BIG HOPE POND",11.72,1996
"357","BIG HOPE POND",7.456,1996
"358","BIG HOPE POND",9.014,1996
"359","BIG HOPE POND",7.687,1996
"360","BIG HOPE POND",7.567,1996
"361","BIG HOPE POND",7.411,1996
"362","BIG HOPE POND",8.284,1996
"363","BIG HOPE POND",8.08,1996
"364","BIG HOPE POND",7.829,1996
"365","BIG HOPE POND",7.502,1996
"366","BIG HOPE POND",7.555,1996
"367","BIG HOPE POND",8.064,1996
"368","BIG HOPE POND",8.169,1996
"369","BIG HOPE POND",9.502,1997
"370","BIG HOPE POND",9.328,1997
"371","BIG HOPE POND",8.82,1997
"372","BIG HOPE POND",6.714,1997
"373","BIG HOPE POND",8.184,1997
"374","BIG HOPE POND",8.321,1997
"375","BIG HOPE POND",8.009,1997
"376","BIG HOPE POND",8.292,1997
"377","BIG HOPE POND",7.713,1997
"378","BIG HOPE POND",7.553,1997
"379","BIG HOPE POND",7.682,1997
"380","BIG HOPE POND",7.658,1997
"381","BIG HOPE POND",7.496,1997
"382","BIG HOPE POND",7.503,1997
"383","BIG HOPE POND",7.486,1997
"384","BIG HOPE POND",8.655,1997
"385","BIG HOPE POND",5.983,1998
"386","BIG HOPE POND",7.393,1998
"387","BIG HOPE POND",6.277,1998
"388","BIG HOPE POND",11.792,1998
"389","BIG HOPE POND",7.624,1998
"390","BIG HOPE POND",8.211,1998
"391","BIG HOPE POND",11.361,1998
"392","BIG HOPE POND",11.489,1998
"393","BIG HOPE POND",10.573,1998
"394","BIG HOPE POND",9.866,1998
"395","BIG HOPE POND",9.092,1998
"396","BIG HOPE POND",9.154,1998
"397","BIG HOPE POND",9.879,1999
"398","BIG HOPE POND",9.633,1999
"399","BIG HOPE POND",10.101,1999
"400","BIG HOPE POND",9.259,1999
"401","BIG HOPE POND",8.23,1999
"402","BIG HOPE POND",8.735,1999
"403","BIG HOPE POND",8.259,1999
"404","BIG HOPE POND",8.472,1999
"405","BIG HOPE POND",7.983,1999
"406","BIG HOPE POND",8.174,1999
"407","BIG HOPE POND",8.774,1999
"408","BIG HOPE POND",8.25,1999
"409","BIG HOPE POND",4.953,2000
"410","BIG HOPE POND",9.113,2000
"411","BIG HOPE POND",8.617,2000
"412","BIG HOPE POND",8.346,2000
"413","BIG HOPE POND",8.467,2000
"414","BIG HOPE POND",3.898,2000
"415","BIG HOPE POND",7.826,2000
"416","BIG HOPE POND",9.912,2000
"417","BIG HOPE POND",10.102,2000
"418","BIG HOPE POND",9.86,2000
"419","BIG HOPE POND",8.671,2000
"420","BIG HOPE POND",8.391,2000
"421","BIG HOPE POND",7.672,2000
"422","BIG HOPE POND",8.21,2000
"423","BIG HOPE POND",8.573,2001
"424","BIG HOPE POND",7.615,2001
"425","BIG HOPE POND",7.869,2001
"426","BIG HOPE POND",6.336,2001
"427","BIG HOPE POND",7.468,2001
"428","BIG HOPE POND",7.934,2001
"429","BIG HOPE POND",7.58,2001
"430","BIG HOPE POND",7.496,2001
"431","BIG HOPE POND",7.261,2001
"432","BIG HOPE POND",6.837,2001
"433","BIG HOPE POND",7.288,2001
"434","BIG HOPE POND",6.739,2001
"435","BIG HOPE POND",6.785,2002
"436","BIG HOPE POND",7.082,2002
"437","BIG HOPE POND",7.427,2002
"438","BIG HOPE POND",7.37,2002
"439","BIG HOPE POND",7.23,2002
"440","BIG HOPE POND",7.903,2002
"441","BIG HOPE POND",9.882,2002
"442","BIG HOPE POND",9.25,2002
"443","BIG HOPE POND",7.786,2002
"444","BIG HOPE POND",7.865,2002
"445","BIG HOPE POND",7.785,2002
"446","BIG HOPE POND",8.277,2002
"447","BIG HOPE POND",8.612,2003
"448","BIG HOPE POND",8.237,2003
"449","BIG HOPE POND",8.147,2003
"450","BIG HOPE POND",6.659,2003
"451","BIG HOPE POND",7.664,2003
"452","BIG HOPE POND",8.198,2003
"453","BIG HOPE POND",8.155,2003
"454","BIG HOPE POND",8.307,2003
"455","BIG HOPE POND",8.295,2003
"456","BIG HOPE POND",7.192,2003
"457","BIG HOPE POND",7.364,2003
"458","BIG HOPE POND",7.34,2003
"459","BIG HOPE POND",8.121,2003
"460","BIG HOPE POND",8.292,2003
"461","BIG HOPE POND",10.144,2004
"462","BIG HOPE POND",8.828,2004
"463","BIG HOPE POND",9.476,2004
"464","BIG HOPE POND",8.387,2004
"465","BIG HOPE POND",7.927,2004
"466","BIG HOPE POND",8.749,2004
"467","BIG HOPE POND",8.847,2004
"468","BIG HOPE POND",8.898,2004
"469","BIG HOPE POND",9.028,2004
"470","BIG HOPE POND",8.54,2004
"471","BIG HOPE POND",8.044,2004
"472","BIG HOPE POND",8.512,2004
"473","BIG HOPE POND",9.421,2005
"474","BIG HOPE POND",9.345,2005
"475","BIG HOPE POND",10.082,2005
"476","BIG HOPE POND",5.711,2005
"477","BIG HOPE POND",8.127,2005
"478","BIG HOPE POND",7.793,2005
"479","BIG HOPE POND",9.329,2005
"480","BIG HOPE POND",9.029,2005
"481","BIG HOPE POND",8.845,2005
"482","BIG HOPE POND",9.209,2005
"483","BIG HOPE POND",10.051,2005
"484","BIG HOPE POND",10.436,2005
"485","BIG HOPE POND",10.116,2006
"486","BIG HOPE POND",9.854,2006
"487","BIG HOPE POND",9.25,2006
"488","BIG HOPE POND",9.734,2006
"489","BIG HOPE POND",10.033,2006
"490","BIG HOPE POND",4.71,2006
"491","BIG HOPE POND",8.894,2006
"492","BIG HOPE POND",9.2,2006
"493","BIG HOPE POND",9.1,2006
"494","BIG HOPE POND",9.126,2006
"495","BIG HOPE POND",9.109,2006
"496","BIG HOPE POND",9.139,2006
"497","BIG HOPE POND",8.761,2006
"498","BIG HOPE POND",8.431,2006
"499","BIG HOPE POND",8.826,2006
"500","BIG HOPE POND",10.463,2006
"501","BIG HOPE POND",7.686,2007
"502","BIG HOPE POND",8.984,2007
"503","BIG HOPE POND",9.807,2007
"504","BIG HOPE POND",8.968,2007
"505","BIG HOPE POND",7.655,2007
"506","BIG HOPE POND",8.165,2007
"507","BIG HOPE POND",7.939,2007
"508","BIG HOPE POND",8.1,2007
"509","BIG HOPE POND",7.595,2007
"510","BIG HOPE POND",7.871,2007
"511","BIG HOPE POND",7.69,2007
"512","BIG HOPE POND",7.586,2007
"513","BIG HOPE POND",7.322,2008
"514","BIG HOPE POND",6.982,2008
"515","BIG HOPE POND",7.047,2008
"516","BIG HOPE POND",8.462,2008
"517","BIG HOPE POND",8.342,2008
"518","BIG HOPE POND",8.426,2008
"519","BIG HOPE POND",7.93,2008
"520","BIG HOPE POND",7.086,2008
"521","BIG HOPE POND",7.268,2008
"522","BIG HOPE POND",7.859,2008
"523","BIG HOPE POND",8.24,2008
"524","BIG HOPE POND",8.525,2008
"525","BIG HOPE POND",9.156,2008
"526","BIG HOPE POND",8.214,2008
"527","BIG HOPE POND",7.717,2008
"528","BIG HOPE POND",9.073,2008
"529","BIG HOPE POND",7.943,2009
"530","BIG HOPE POND",8.774,2009
"531","BIG HOPE POND",8.576,2009
"532","BIG HOPE POND",7.049,2009
"533","BIG HOPE POND",7.912,2009
"534","BIG HOPE POND",8.083,2009
"535","BIG HOPE POND",8.217,2009
"536","BIG HOPE POND",8.189,2009
"537","BIG HOPE POND",8.122,2009
"538","BIG HOPE POND",8.956,2009
"539","BIG HOPE POND",8.511,2009
"540","BIG HOPE POND",7.843,2009
"541","BIG HOPE POND",8.124,2009
"542","BIG HOPE POND",7.91,2009
"543","BIG HOPE POND",8.323,2010
"544","BIG HOPE POND",8.471,2010
"545","BIG HOPE POND",8.098,2010
"546","BIG HOPE POND",7.789,2010
"547","BIG HOPE POND",7.616,2010
"548","BIG HOPE POND",7.854,2010
"549","BIG HOPE POND",7.891,2010
"550","BIG HOPE POND",8.158,2010
"551","BIG HOPE POND",7.822,2010
"552","BIG HOPE POND",7.776,2010
"553","BIG HOPE POND",7.944,2010
"554","BIG HOPE POND",8.528,2010
"555","BIG HOPE POND",8.089,2011
"556","BIG HOPE POND",8.415,2011
"557","BIG HOPE POND",8.316,2011
"558","BIG HOPE POND",8.485,2011
"559","BIG HOPE POND",8.223,2011
"560","BIG HOPE POND",8.618,2011
"561","BIG HOPE POND",8.585,2011
"562","BIG HOPE POND",9.251,2011
"563","BIG HOPE POND",9.567,2011
"564","BIG HOPE POND",9.446,2011
"565","BIG HOPE POND",9.228,2011
"566","BIG HOPE POND",9.27,2011
"567","BIG HOPE POND",8.653,2011
"568","BIG HOPE POND",8.608,2011
"569","BIG HOPE POND",9.056,2012
"570","BIG HOPE POND",9.173,2012
"571","BIG HOPE POND",9.383,2012
"572","BIG HOPE POND",8.819,2012
"573","BIG HOPE POND",9.368,2012
"574","BIG HOPE POND",9.389,2012
"575","BIG HOPE POND",9.445,2012
"576","BIG HOPE POND",7.921,2012
"577","BIG HOPE POND",8.238,2012
"578","BIG HOPE POND",8.463,2012
"579","BIG HOPE POND",8.851,2012
"580","BIG HOPE POND",8.165,2012
"581","BIG HOPE POND",8.338,2012
"582","BIG HOPE POND",8.065,2012
"583","BIG HOPE POND",7.537,2012
"584","BIG HOPE POND",7.64,2012
"585","BIG HOPE POND",7.558,2012
"586","BIG HOPE POND",8.276,2012
"587","BIG HOPE POND",6.984,2013
"588","BIG HOPE POND",8.366,2013
"589","BIG HOPE POND",7.793,2013
"590","BIG HOPE POND",7.645,2013
"591","BIG HOPE POND",7.204,2013
"592","BIG HOPE POND",8.217,2013
"593","BIG HOPE POND",8.278,2013
"594","BIG HOPE POND",8.277,2013
"595","BIG HOPE POND",9.915,2013
"596","BIG HOPE POND",9.804,2013
"597","BIG HOPE POND",9.299,2013
"598","BIG HOPE POND",9.512,2013
"599","BIG HOPE POND",8.755,2013
"600","BIG HOPE POND",8.563,2013
"601","BIG HOPE POND",10.124,2014
"602","BIG HOPE POND",9.587,2014
"603","BIG HOPE POND",9.911,2014
"604","BIG HOPE POND",9.416,2014
"605","BIG HOPE POND",9.621,2014
"606","BIG HOPE POND",9.36,2014
"607","BIG HOPE POND",8.147,2014
"608","BIG HOPE POND",8.589,2014
"609","BIG HOPE POND",8.467,2014
"610","BIG HOPE POND",8.431,2014
"611","BIG HOPE POND",10.082,2014
"612","BIG HOPE POND",9.479,2014
"613","BIG HOPE POND",9.799,2014
"614","BIG HOPE POND",8.613,2014
"615","BIG HOPE POND",8.267,2014
"616","BIG HOPE POND",8.323,2014
"617","BIG HOPE POND",9.923,2015
"618","BIG HOPE POND",9.673,2015
"619","BIG HOPE POND",9.831,2015
"620","BIG HOPE POND",8.805,2015
"621","BIG HOPE POND",9.295,2015
"622","BIG HOPE POND",8.264,2015
"623","BIG HOPE POND",8.187,2015
"624","BIG HOPE POND",7.994,2015
"625","BIG HOPE POND",8.054,2015
"626","BIG HOPE POND",8.274,2015
"627","BIG HOPE POND",9.878,2015
"628","BIG HOPE POND",10.111,2015
"629","BIG HOPE POND",9.091,2015
"630","BIG HOPE POND",8.584,2015
"631","BIG HOPE POND",8.942,2015
"632","BIG HOPE POND",8.555,2015
"633","BIG HOPE POND",9.051,2016
"634","BIG HOPE POND",8.961,2016
"635","BIG HOPE POND",8.631,2016
"636","BIG HOPE POND",6.631,2016
"637","BIG HOPE POND",7.909,2016
"638","BIG HOPE POND",10.628,2016
"639","BIG HOPE POND",9.573,2016
"640","BIG HOPE POND",9.477,2016
"641","BIG HOPE POND",8.825,2016
"642","BIG HOPE POND",7.981,2016
"643","BIG HOPE POND",8.672,2016
"644","BIG HOPE POND",8.487,2016
"645","BIG HOPE POND",10.293,2017
"646","BIG HOPE POND",9.781,2017
"647","BIG HOPE POND",9.767,2017
"648","BIG HOPE POND",9.222,2017
"649","BIG HOPE POND",8.727,2017
"650","BIG HOPE POND",8.952,2017
"651","BIG HOPE POND",10.119,2017
"652","BIG HOPE POND",10.993,2017
"653","BIG HOPE POND",10.275,2017
"654","LITTLE ECHO POND",15.202,1992
"655","LITTLE ECHO POND",16.125,1992
"656","LITTLE ECHO POND",15.844,1992
"657","LITTLE ECHO POND",15.319,1992
"658","LITTLE ECHO POND",15.812,1992
"659","LITTLE ECHO POND",15.193,1992
"660","LITTLE ECHO POND",15.756,1992
"661","LITTLE ECHO POND",16.845,1993
"662","LITTLE ECHO POND",16.691,1993
"663","LITTLE ECHO POND",16.434,1993
"664","LITTLE ECHO POND",16.298,1993
"665","LITTLE ECHO POND",16.559,1993
"666","LITTLE ECHO POND",13.604,1993
"667","LITTLE ECHO POND",10.137,1993
